City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed
New York,USA,2023-05-11,62.48,93.22,74.68,15.86,2.16,177.7,38.55,44.55,13.73
Berlin,Germany,2023-05-27,124.12,117.05,63.08,14.54,0.37,49.34,1.07,63.16,10.63
Seoul,South Korea,2023-03-19,137.88,22.93,7.51,19.47,6.49,100.78,-1.51,81.77,9.09
Toronto,Canada,2023-07-19,40.72,35.83,52.0,39.82,6.03,163.05,3.5,89.23,9.13
Madrid,Spain,2023-05-08,123.82,106.39,56.95,47.76,7.67,29.2,28.58,81.48,9.98
Johannesburg,South Africa,2023-02-21,143.48,109.42,42.23,7.77,1.2,154.74,16.66,93.94,8.86
London,UK,2023-12-16,127.21,121.21,58.33,10.83,1.58,34.43,4.61,63.33,8.88
London,UK,2023-05-04,135.46,68.15,68.72,43.38,1.66,177.32,-6.97,25.95,4.63
Istanbul,Turkey,2023-02-28,38.06,167.79,54.98,20.85,6.57,60.31,-3.17,14.86,11.13
Madrid,Spain,2023-09-10,75.18,74.21,48.62,16.28,2.35,181.26,16.89,23.51,12.76
Paris,France,2023-03-14,86.47,126.06,60.76,28.67,5.13,103.03,3.2,65.94,7.28
Beijing,China,2023-04-11,48.85,119.37,53.17,38.21,8.19,101.09,-0.86,87.52,19.1
Dubai,UAE,2023-10-12,82.77,152.71,55.01,34.56,2.12,11.71,-2.26,33.15,13.57
Madrid,Spain,2023-09-13,20.7,187.98,82.39,32.01,0.89,120.51,9.11,81.97,14.84
Seoul,South Korea,2023-01-12,134.04,71.74,33.91,4.7,6.08,17.07,2.96,36.55,5.51
New York,USA,2023-10-06,128.01,193.96,75.58,5.74,7.41,24.8,-0.2,11.47,12.98
Moscow,Russia,2023-03-21,69.87,52.74,10.3,49.16,7.13,87.27,0.63,29.1,15.86
Los Angeles,USA,2023-03-28,85.8,50.26,64.24,19.09,5.15,132.03,13.97,31.91,12.38
Tokyo,Japan,2023-08-12,105.23,96.89,77.58,25.11,0.37,58.57,-9.06,18.37,5.68
Toronto,Canada,2023-10-04,56.54,87.29,57.78,34.4,0.73,120.98,22.16,67.63,11.91
Seoul,South Korea,2023-04-10,104.33,153.11,81.25,22.3,3.62,14.42,27.58,37.83,13.97
Cairo,Egypt,2023-01-13,108.02,156.0,79.62,20.03,4.15,129.85,39.31,94.42,4.28
Johannesburg,South Africa,2023-11-19,135.15,127.37,13.11,6.6,7.73,112.51,30.16,29.18,15.2
New York,USA,2023-03-11,12.96,87.9,6.65,15.11,7.66,160.46,31.33,58.53,17.15
Istanbul,Turkey,2023-08-07,18.99,104.78,90.63,49.27,9.25,190.06,-0.42,72.99,4.01
Berlin,Germany,2023-08-01,33.36,75.96,51.49,27.75,6.68,109.83,25.35,25.25,4.52
Madrid,Spain,2023-01-24,102.82,85.63,38.69,4.25,9.58,197.58,17.56,87.18,2.35
Los Angeles,USA,2023-03-01,42.07,163.11,23.51,6.7,6.63,183.3,-4.27,89.06,18.99
Sydney,Australia,2023-11-12,44.27,87.58,27.6,26.23,1.65,80.06,8.77,70.11,19.71
Bangkok,Thailand,2023-02-16,69.37,99.86,26.23,39.13,8.31,88.69,39.32,54.68,0.85
Mumbai,India,2023-12-11,79.92,86.54,62.2,30.65,1.35,133.47,39.09,58.26,4.46
Toronto,Canada,2023-01-11,88.85,107.16,98.87,31.0,7.09,42.62,19.45,43.41,19.64
Bangkok,Thailand,2023-01-11,33.1,95.58,19.82,1.9,7.58,176.88,35.59,17.91,13.8
Madrid,Spain,2023-04-26,21.43,74.81,47.4,12.59,0.39,130.88,-1.72,30.52,12.75
Seoul,South Korea,2023-02-16,50.87,151.42,56.17,46.41,9.43,97.4,0.9,72.2,6.28
Dubai,UAE,2023-11-17,50.87,103.11,29.56,1.89,9.09,113.91,-0.88,47.74,1.01
Los Angeles,USA,2023-07-01,98.87,161.36,30.78,49.48,6.63,191.08,7.98,16.23,3.61
New York,USA,2023-06-27,50.78,187.36,23.15,7.96,7.37,164.96,13.19,85.83,3.77
Johannesburg,South Africa,2023-07-22,76.09,83.71,6.36,10.42,1.38,66.27,11.96,89.17,15.6
Dubai,UAE,2023-03-09,136.7,175.28,97.36,15.39,9.73,101.68,10.82,85.69,4.65
Rio de Janeiro,Brazil,2023-10-24,107.83,10.91,12.49,22.44,0.64,91.76,-0.56,89.7,8.14
Cairo,Egypt,2023-10-07,106.1,75.89,36.94,3.7,0.8,15.98,37.75,14.12,1.34
Moscow,Russia,2023-11-28,53.25,150.09,28.21,10.69,1.13,153.29,29.97,52.6,9.62
New York,USA,2023-08-26,7.15,82.59,33.29,38.53,7.39,92.9,12.72,70.96,16.86
Paris,France,2023-06-02,58.97,178.91,85.48,10.76,0.31,144.89,24.33,18.6,12.89
Mexico City,Mexico,2023-02-22,46.67,186.84,10.5,18.64,3.7,173.79,-6.09,98.14,13.42
Beijing,China,2023-01-04,40.05,136.99,62.46,19.85,1.27,57.78,28.38,45.45,2.33
Mexico City,Mexico,2023-02-25,43.67,146.02,45.94,20.5,8.54,47.31,16.63,44.67,0.64
Mumbai,India,2023-01-26,84.82,120.15,63.32,15.29,0.88,93.93,22.14,43.63,7.08
Cairo,Egypt,2023-04-20,72.48,12.93,60.95,1.75,4.24,34.17,19.47,17.83,13.35
Rio de Janeiro,Brazil,2023-05-12,72.4,129.28,75.8,1.54,3.02,53.67,23.28,33.37,18.42
Madrid,Spain,2023-04-21,72.73,53.26,37.83,6.76,9.34,15.43,-6.18,75.95,8.1
Sydney,Australia,2023-12-02,18.25,186.45,27.36,45.47,8.91,170.28,-0.68,90.85,5.72
Mumbai,India,2023-06-07,50.51,112.69,10.23,9.17,3.57,44.26,26.54,89.43,9.23
Cairo,Egypt,2023-01-05,86.62,54.19,27.56,25.67,6.1,179.91,0.08,42.89,1.02
Rio de Janeiro,Brazil,2023-11-19,82.98,53.37,93.37,18.33,3.8,114.28,17.91,65.77,19.13
Moscow,Russia,2023-08-16,37.22,109.9,81.77,31.4,2.63,39.29,9.5,94.05,16.81
Toronto,Canada,2023-11-27,10.48,97.33,60.75,42.79,7.31,75.3,34.25,20.22,0.55
Seoul,South Korea,2023-01-26,127.65,85.78,40.2,16.64,1.38,110.58,37.11,57.21,8.48
Toronto,Canada,2023-12-24,129.21,173.08,17.73,17.6,6.47,147.61,18.37,69.52,8.34
Cairo,Egypt,2023-10-07,134.67,150.63,23.57,7.38,0.43,93.87,-2.96,45.88,13.82
Johannesburg,South Africa,2023-06-19,99.75,27.61,86.47,23.11,8.0,191.86,2.9,93.21,7.8
Mumbai,India,2023-04-25,71.45,195.0,76.65,39.98,3.36,12.27,-3.87,87.68,16.86
Cairo,Egypt,2023-08-23,50.52,194.1,83.93,35.24,8.83,39.68,11.13,61.5,1.86
Johannesburg,South Africa,2023-08-15,52.42,143.83,98.08,48.33,8.56,22.38,10.16,19.62,14.26
Rio de Janeiro,Brazil,2023-09-07,28.34,165.08,32.77,44.54,3.7,41.3,36.23,38.65,6.43
London,UK,2023-07-17,114.88,93.67,10.69,18.95,6.69,178.36,5.58,62.87,9.49
Tokyo,Japan,2023-03-06,68.25,182.63,35.08,34.36,7.65,79.81,11.84,99.41,15.02
London,UK,2023-03-13,62.91,171.09,90.53,30.58,5.74,174.87,-5.65,11.35,7.34
Berlin,Germany,2023-09-25,36.86,106.12,44.83,36.58,4.08,53.21,13.8,81.83,8.06
Madrid,Spain,2023-09-08,13.72,91.37,34.94,44.33,3.54,103.36,35.58,64.45,6.05
Dubai,UAE,2023-05-20,83.63,144.31,43.04,26.57,8.55,157.44,37.83,70.21,12.64
Bangkok,Thailand,2023-07-19,72.93,161.69,21.44,44.2,8.31,14.35,2.05,10.21,4.46
Madrid,Spain,2023-10-12,60.47,168.12,5.94,22.51,6.32,187.99,34.84,82.5,5.48
Paris,France,2023-05-19,146.78,175.68,7.16,9.38,3.44,96.09,24.36,79.03,13.86
Toronto,Canada,2023-06-12,100.55,136.5,72.54,17.39,0.56,131.48,-3.17,53.12,9.54
Mexico City,Mexico,2023-06-21,61.2,178.04,82.67,16.97,2.13,66.52,22.81,45.31,18.1
Paris,France,2023-12-08,55.41,58.68,85.14,14.17,2.26,185.01,28.48,55.79,0.83
Beijing,China,2023-03-08,71.52,59.77,70.41,34.43,9.95,97.15,-6.58,48.13,0.7
Moscow,Russia,2023-06-03,52.08,64.32,49.79,38.73,8.12,177.46,-5.27,29.59,18.27
Johannesburg,South Africa,2023-03-14,138.28,190.91,43.57,2.8,5.03,44.21,-0.76,89.57,2.83
Beijing,China,2023-06-14,132.89,75.99,71.92,36.82,4.08,16.62,27.88,19.27,5.39
Bangkok,Thailand,2023-07-12,105.67,21.85,67.14,40.98,9.83,67.08,12.54,43.2,2.81
Mexico City,Mexico,2023-01-18,86.46,59.94,12.68,9.99,0.71,127.67,1.99,86.69,8.18
Berlin,Germany,2023-03-08,63.06,159.05,61.59,2.68,6.96,36.8,8.14,70.78,9.67
Mexico City,Mexico,2023-01-10,111.99,104.24,56.41,42.78,5.65,54.6,5.11,97.76,7.5
Berlin,Germany,2023-08-09,38.83,147.73,5.41,10.45,9.55,183.55,-4.34,64.71,2.79
Sydney,Australia,2023-01-27,107.08,105.63,30.6,46.48,1.34,129.45,22.74,67.28,8.92
Paris,France,2023-05-13,103.7,49.34,5.12,49.28,6.28,62.84,-9.06,95.25,2.91
Istanbul,Turkey,2023-08-02,44.59,124.12,43.9,19.31,8.49,56.7,35.24,66.43,5.61
New York,USA,2023-09-16,97.58,134.54,51.68,1.58,7.86,88.29,12.84,88.0,0.81
Madrid,Spain,2023-09-24,20.92,150.58,51.6,47.66,6.54,16.7,35.02,33.08,1.4
London,UK,2023-09-14,39.82,17.96,78.53,35.39,2.03,118.91,9.24,88.15,1.09
Johannesburg,South Africa,2023-06-22,37.26,135.05,79.34,4.54,4.87,148.64,9.59,71.26,17.56
Los Angeles,USA,2023-09-02,30.18,74.31,20.11,26.39,6.67,41.32,34.46,69.1,8.84
Toronto,Canada,2023-03-25,75.61,159.59,32.49,34.23,2.78,130.16,-4.31,40.78,3.25
Rio de Janeiro,Brazil,2023-08-17,107.26,13.48,81.36,21.99,7.78,123.37,16.76,52.5,10.13
Moscow,Russia,2023-06-11,33.59,60.91,69.62,25.21,3.3,122.37,19.0,66.29,15.86
Mumbai,India,2023-07-27,52.7,43.28,76.64,38.38,3.1,26.59,4.44,78.91,10.89
Toronto,Canada,2023-03-04,24.48,177.22,44.12,7.62,1.23,98.05,-0.63,44.07,13.59
Mumbai,India,2023-05-12,92.2,163.01,43.93,42.7,5.87,151.2,11.19,45.58,4.57
Dubai,UAE,2023-09-06,28.54,37.96,94.78,11.3,7.34,18.64,-0.0,78.03,8.99
Beijing,China,2023-07-13,25.79,183.52,69.9,49.66,0.69,80.1,38.81,23.3,19.11
Berlin,Germany,2023-06-02,15.4,163.52,79.94,41.77,0.35,163.02,14.31,38.62,5.93
London,UK,2023-07-18,112.32,154.68,90.87,28.89,1.81,142.43,23.15,93.97,9.88
Paris,France,2023-05-03,91.19,127.55,40.19,37.66,3.13,193.72,-4.8,96.84,11.9
Istanbul,Turkey,2023-12-18,72.11,88.72,51.7,47.81,1.88,74.78,34.64,40.6,3.83
Los Angeles,USA,2023-05-06,9.73,95.21,53.67,30.91,2.02,128.6,3.63,55.06,6.46
Rio de Janeiro,Brazil,2023-08-06,145.95,47.23,17.1,47.26,4.01,191.16,18.4,35.62,2.96
New York,USA,2023-06-27,49.76,149.52,55.22,39.85,8.49,88.96,-3.61,83.5,1.86
Berlin,Germany,2023-03-25,92.51,139.99,10.63,2.47,2.64,63.35,13.23,62.92,1.73
New York,USA,2023-03-07,79.69,148.1,72.08,26.85,5.6,146.47,22.8,92.55,2.02
Moscow,Russia,2023-06-13,12.36,14.8,17.75,8.37,1.42,177.19,30.73,65.27,18.72
Toronto,Canada,2023-11-22,149.29,123.72,52.46,29.54,9.2,146.91,0.33,12.25,3.38
Paris,France,2023-03-26,143.45,95.92,78.57,6.2,9.52,132.39,1.19,73.99,14.19
Seoul,South Korea,2023-06-22,18.93,134.8,90.65,44.83,7.06,22.48,32.46,50.59,11.45
Madrid,Spain,2023-05-07,134.27,94.09,21.63,28.56,2.38,117.33,-8.55,17.11,14.44
Tokyo,Japan,2023-07-19,104.79,17.0,65.26,36.13,9.97,101.58,1.02,67.49,2.97
Sydney,Australia,2023-10-23,112.51,113.19,94.21,10.75,8.92,194.94,8.63,73.92,17.54
Mumbai,India,2023-07-25,136.2,187.47,80.81,3.91,2.34,26.66,29.28,44.03,16.89
Bangkok,Thailand,2023-01-01,130.5,135.42,10.63,9.58,4.81,42.17,-2.48,76.42,6.94
Tokyo,Japan,2023-04-10,66.96,115.57,86.04,13.67,7.27,186.95,3.11,57.92,10.66
Rio de Janeiro,Brazil,2023-09-07,94.02,132.78,71.96,28.23,1.28,36.85,19.12,10.12,11.25
Seoul,South Korea,2023-10-15,77.43,20.42,57.2,17.33,3.15,20.74,-7.53,58.6,19.18
Mumbai,India,2023-08-07,66.4,196.15,40.88,34.29,7.23,115.69,7.4,95.15,6.66
Dubai,UAE,2023-07-24,136.41,99.55,80.58,7.59,8.3,120.07,15.95,73.67,9.48
Mumbai,India,2023-10-14,44.55,21.92,44.64,16.45,8.49,124.55,38.83,89.17,4.51
Mumbai,India,2023-09-09,57.96,152.06,11.46,16.31,6.83,29.93,6.45,22.07,18.55
Mumbai,India,2023-01-13,76.83,107.24,50.15,37.44,5.18,62.09,22.19,93.76,0.73
Johannesburg,South Africa,2023-12-11,65.74,88.95,62.56,14.13,3.95,177.62,33.3,88.32,16.71
Paris,France,2023-01-05,81.46,80.94,42.19,38.11,2.85,115.21,18.32,75.84,19.37
Bangkok,Thailand,2023-03-08,123.71,35.94,58.72,31.27,3.73,133.99,34.69,13.98,13.58
Madrid,Spain,2023-09-23,55.32,150.15,53.83,14.53,8.21,174.81,4.43,29.33,15.31
Moscow,Russia,2023-12-16,142.88,105.81,52.17,35.71,2.97,191.29,19.49,59.19,4.0
Rio de Janeiro,Brazil,2023-06-03,22.39,107.81,77.47,23.67,1.23,64.44,12.79,95.44,14.58
Istanbul,Turkey,2023-12-09,48.93,124.96,52.97,25.73,4.29,137.23,27.84,19.1,1.69
Los Angeles,USA,2023-05-13,123.79,57.72,63.17,41.54,4.58,90.68,16.61,18.16,1.38
Mumbai,India,2023-08-21,149.44,54.53,94.06,7.93,1.51,123.83,-0.21,68.85,1.82
Seoul,South Korea,2023-11-08,96.79,158.32,14.67,38.08,1.63,179.24,37.12,88.26,2.87
Paris,France,2023-07-18,68.53,13.66,75.61,32.03,6.24,138.1,-8.12,43.88,19.75
Istanbul,Turkey,2023-05-14,34.37,171.22,23.57,13.4,7.04,78.09,8.56,17.71,19.75
Dubai,UAE,2023-11-23,98.75,198.92,48.06,48.86,5.07,116.48,4.18,49.91,14.79
New York,USA,2023-07-24,10.67,80.75,48.55,22.89,5.49,165.33,17.85,44.37,4.8
Toronto,Canada,2023-06-08,74.55,130.64,83.25,8.51,6.55,43.01,31.28,45.29,8.79
Bangkok,Thailand,2023-12-23,140.72,159.43,82.52,16.42,4.16,140.12,27.97,90.72,2.75
Johannesburg,South Africa,2023-09-19,134.69,96.14,90.85,27.47,1.49,184.98,28.17,48.14,17.96
Los Angeles,USA,2023-03-02,84.68,29.02,17.14,29.48,1.96,104.59,5.42,78.26,9.49
Tokyo,Japan,2023-07-11,57.98,153.89,56.22,18.26,0.2,91.86,-0.82,88.56,7.89
Toronto,Canada,2023-06-25,102.43,186.72,34.1,37.41,3.73,117.42,8.28,74.98,13.16
London,UK,2023-12-17,98.39,179.6,79.17,28.65,2.74,60.21,-4.06,99.99,13.48
London,UK,2023-08-13,109.46,60.92,33.94,33.99,3.24,117.32,35.7,73.06,17.48
Berlin,Germany,2023-01-14,14.63,123.01,46.65,40.13,8.08,10.67,8.19,89.78,11.61
Bangkok,Thailand,2023-02-08,109.48,29.83,76.19,22.2,0.37,82.31,-7.8,74.32,11.34
Bangkok,Thailand,2023-10-26,5.89,42.56,27.02,12.78,0.49,183.89,19.32,22.73,5.87
Beijing,China,2023-02-22,83.75,113.97,29.54,18.04,8.98,189.83,25.91,68.78,1.81
Dubai,UAE,2023-07-03,106.75,124.35,28.88,31.31,9.41,57.37,13.54,97.69,17.89
Johannesburg,South Africa,2023-11-14,107.31,112.76,88.01,23.36,1.92,125.08,31.19,17.59,19.1
Tokyo,Japan,2023-12-21,119.16,87.43,21.24,45.99,9.53,172.85,31.67,29.39,18.82
Madrid,Spain,2023-01-06,66.91,111.25,76.27,49.6,2.46,13.09,2.23,26.89,0.75
Madrid,Spain,2023-10-22,138.22,103.8,50.47,44.64,8.88,137.23,38.86,99.52,11.4
Johannesburg,South Africa,2023-02-18,114.39,169.59,71.1,20.01,7.2,193.38,6.42,59.12,19.35
Istanbul,Turkey,2023-02-04,118.8,21.56,48.0,20.07,3.43,85.75,1.06,91.35,7.8
Beijing,China,2023-04-26,126.37,89.57,32.15,20.69,5.21,170.26,-3.81,62.56,19.64
Moscow,Russia,2023-12-01,125.14,146.98,31.66,6.2,6.89,181.28,-8.55,88.44,12.62
Bangkok,Thailand,2023-04-16,99.25,10.65,16.16,9.42,0.82,144.41,32.91,36.02,6.52
Johannesburg,South Africa,2023-09-28,82.23,135.57,9.5,5.56,3.29,129.93,29.51,77.7,9.91
Seoul,South Korea,2023-01-21,38.56,111.37,76.26,33.35,3.95,130.0,23.21,78.57,7.23
Rio de Janeiro,Brazil,2023-09-21,57.1,59.16,14.54,17.44,4.0,14.02,35.82,35.7,9.95
Berlin,Germany,2023-01-09,139.57,102.44,33.94,40.58,9.18,197.17,6.54,94.07,10.36
Mumbai,India,2023-09-18,115.13,139.62,29.11,20.64,0.68,182.92,12.41,15.46,17.45
Los Angeles,USA,2023-04-05,86.97,192.39,46.85,7.45,0.63,11.69,-5.61,38.88,7.24
Dubai,UAE,2023-02-10,11.75,196.99,62.88,27.29,5.26,20.01,-2.7,19.33,12.87
Berlin,Germany,2023-03-12,105.26,91.4,82.67,19.07,9.89,86.32,4.64,17.6,15.8
Dubai,UAE,2023-10-04,110.45,100.79,76.76,32.76,4.93,35.33,14.84,43.32,16.95
Seoul,South Korea,2023-12-05,70.07,177.18,12.08,41.55,9.11,95.04,29.56,45.51,2.8
Dubai,UAE,2023-09-28,15.92,177.52,44.1,13.02,4.8,18.53,39.14,94.78,9.38
Mumbai,India,2023-04-20,129.77,122.93,20.5,28.68,0.34,115.15,-0.78,30.92,14.34
Sydney,Australia,2023-02-15,49.57,132.31,18.65,26.07,8.15,164.6,-3.52,43.51,14.91
Istanbul,Turkey,2023-02-16,133.22,130.33,93.72,21.34,5.29,134.07,2.62,57.07,2.19
Moscow,Russia,2023-08-16,48.44,97.85,99.79,44.42,0.21,70.06,2.26,11.92,7.0
Madrid,Spain,2023-08-02,143.45,117.08,24.74,33.65,0.23,51.85,30.82,41.77,18.24
Cairo,Egypt,2023-09-25,91.6,125.82,65.84,27.5,9.46,91.53,18.06,96.05,9.92
Toronto,Canada,2023-01-22,86.09,88.32,95.62,38.02,9.33,86.51,29.41,22.53,11.78
Berlin,Germany,2023-01-28,100.76,147.78,99.42,6.66,6.31,131.74,-9.21,94.76,3.88
Berlin,Germany,2023-07-12,16.72,49.58,9.83,49.33,1.76,43.74,37.09,79.25,1.46
Tokyo,Japan,2023-07-05,50.43,45.06,39.94,20.72,6.27,129.12,-7.93,51.54,3.4
London,UK,2023-06-06,102.88,147.19,54.59,9.93,3.31,14.92,39.3,16.67,12.67
Johannesburg,South Africa,2023-05-20,148.85,100.7,17.27,4.65,2.71,93.46,31.73,70.52,14.11
Paris,France,2023-10-05,42.43,10.03,94.55,17.09,8.96,87.24,21.55,43.64,14.22
Mumbai,India,2023-09-09,5.07,29.91,84.87,22.52,6.51,32.29,-1.1,24.84,16.19
Seoul,South Korea,2023-07-14,58.93,59.6,57.85,49.58,4.77,117.56,36.36,74.1,6.3
Bangkok,Thailand,2023-08-24,140.83,123.0,50.02,2.79,4.32,143.99,7.29,66.37,3.47
Seoul,South Korea,2023-06-22,139.84,11.52,6.82,16.31,9.23,122.44,22.41,30.97,12.15
Bangkok,Thailand,2023-12-08,115.47,96.59,53.48,44.85,2.69,18.13,-0.55,59.0,2.98
Rio de Janeiro,Brazil,2023-06-07,21.64,30.81,27.27,41.71,7.18,65.93,10.52,20.12,13.31
Toronto,Canada,2023-02-03,90.31,19.99,94.71,46.9,7.49,157.66,39.57,70.63,19.31
Seoul,South Korea,2023-08-19,139.25,126.87,86.97,5.66,6.44,64.36,-8.81,34.55,16.85
Rio de Janeiro,Brazil,2023-04-17,98.84,185.1,97.21,19.32,2.33,104.21,21.27,96.49,8.58
Moscow,Russia,2023-05-14,74.16,47.89,63.8,21.34,2.16,83.54,-6.03,93.33,5.11
Bangkok,Thailand,2023-01-05,95.64,192.46,37.28,46.64,8.5,159.19,14.02,91.29,2.49
Berlin,Germany,2023-05-05,49.06,55.77,58.29,14.67,2.01,161.77,-6.45,24.87,17.03
Beijing,China,2023-12-18,88.04,152.59,17.22,14.2,8.22,153.57,-1.49,37.01,12.47
Moscow,Russia,2023-08-26,48.1,55.19,18.02,1.36,9.06,132.05,32.83,72.69,1.92
Madrid,Spain,2023-03-06,30.69,71.96,36.85,23.39,9.35,45.45,28.44,31.63,19.58
Mumbai,India,2023-07-18,43.17,127.04,55.45,14.03,9.33,146.63,39.57,70.2,5.87
Johannesburg,South Africa,2023-07-17,93.61,13.06,98.4,12.13,6.75,173.63,-7.96,76.16,16.87
Berlin,Germany,2023-01-25,12.69,178.07,70.29,4.9,2.37,20.49,28.68,36.13,17.99
New York,USA,2023-06-19,72.99,10.52,95.03,28.42,6.0,73.18,19.75,48.43,6.62
London,UK,2023-04-11,17.11,178.02,76.14,9.34,9.05,75.76,9.39,79.63,4.38
Tokyo,Japan,2023-03-22,31.59,16.61,8.97,39.14,7.66,110.07,15.45,14.51,12.79
Johannesburg,South Africa,2023-01-16,102.49,14.85,14.97,34.1,5.17,198.92,-5.82,66.33,3.77
Mumbai,India,2023-07-21,39.35,193.72,56.24,28.47,9.47,66.48,-4.1,27.19,11.89
Istanbul,Turkey,2023-08-07,110.35,124.81,7.07,14.17,6.1,25.43,37.25,63.77,0.88
Los Angeles,USA,2023-04-12,26.09,172.63,62.2,46.32,9.78,32.25,14.34,14.46,5.92
New York,USA,2023-04-17,127.94,52.01,46.1,25.25,7.74,22.32,6.1,29.63,2.4
Berlin,Germany,2023-08-09,62.62,153.88,22.76,22.12,0.45,112.53,1.93,66.61,1.22
Istanbul,Turkey,2023-10-20,13.75,140.22,25.52,9.66,4.63,48.59,24.38,14.85,2.98
Sydney,Australia,2023-05-21,77.64,36.03,46.45,16.34,8.89,136.74,31.62,65.67,3.76
Seoul,South Korea,2023-04-10,93.09,63.27,44.18,45.46,8.04,123.37,20.38,64.96,3.67
Moscow,Russia,2023-09-05,65.23,146.8,19.22,41.64,9.27,194.53,1.94,71.39,5.7
Moscow,Russia,2023-12-11,52.44,166.05,35.01,24.2,8.9,135.42,4.56,46.02,1.52
Cairo,Egypt,2023-06-12,90.43,167.02,20.42,46.57,5.7,49.52,32.94,48.62,16.88
Moscow,Russia,2023-02-13,146.86,105.58,19.96,37.14,4.35,63.63,28.67,72.31,19.2
Moscow,Russia,2023-02-19,95.89,96.22,21.08,38.26,1.65,40.42,28.64,18.26,6.53
Cairo,Egypt,2023-03-16,35.74,158.92,91.34,28.41,2.53,116.04,23.19,51.98,2.57
Johannesburg,South Africa,2023-02-01,53.04,146.6,76.57,21.69,1.62,132.24,37.37,13.87,12.95
Cairo,Egypt,2023-04-21,61.66,49.2,24.57,2.55,9.2,45.44,10.77,64.83,18.3
New York,USA,2023-10-26,80.39,190.31,10.45,21.87,5.06,99.18,4.31,61.49,4.37
Toronto,Canada,2023-05-09,36.05,179.48,84.37,12.73,4.92,182.52,7.59,66.84,5.99
Madrid,Spain,2023-04-05,36.3,170.4,15.77,24.49,1.91,60.64,29.03,60.68,13.2
Istanbul,Turkey,2023-07-19,114.24,101.17,39.59,28.96,3.97,23.73,6.16,30.05,19.01
Mumbai,India,2023-08-20,27.73,66.66,41.49,49.36,4.61,112.27,-9.34,52.65,18.77
Berlin,Germany,2023-04-10,78.35,115.54,64.81,47.45,2.19,126.73,15.39,30.84,19.77
Istanbul,Turkey,2023-10-12,9.66,187.18,31.64,43.22,3.18,102.6,16.88,32.29,4.05
Tokyo,Japan,2023-06-01,107.33,110.51,80.39,38.2,8.74,160.01,30.43,77.08,12.78
Moscow,Russia,2023-05-17,67.74,183.61,34.01,7.04,0.85,72.97,14.23,71.84,17.42
Mumbai,India,2023-02-20,65.22,195.01,92.6,35.98,1.65,82.88,39.38,35.05,9.01
Toronto,Canada,2023-08-03,48.99,57.42,25.36,17.54,8.89,29.1,23.25,88.84,4.79
Sydney,Australia,2023-11-02,38.62,162.93,44.46,13.21,1.47,142.28,26.85,35.93,17.83
Seoul,South Korea,2023-03-15,83.35,74.41,99.52,23.92,4.45,114.5,38.89,27.4,8.43
Toronto,Canada,2023-07-20,147.46,87.38,31.41,38.04,4.76,11.26,34.64,64.49,12.62
Cairo,Egypt,2023-11-02,23.93,77.43,45.25,29.3,4.33,101.09,36.26,48.7,16.31
New York,USA,2023-07-12,42.62,58.63,43.11,27.8,5.15,98.33,36.5,97.84,11.7
Tokyo,Japan,2023-10-01,93.1,19.63,75.78,6.9,1.98,63.87,-7.7,53.21,15.09
Sydney,Australia,2023-07-21,148.37,170.48,7.8,38.98,1.75,112.18,23.93,60.05,1.79
Cairo,Egypt,2023-11-08,40.78,29.28,23.15,24.14,2.57,53.1,2.61,68.88,0.77
Paris,France,2023-09-17,86.04,49.68,27.92,9.8,8.33,181.52,24.46,45.26,2.62
Berlin,Germany,2023-02-10,7.96,55.41,60.06,42.07,7.86,165.06,0.84,74.7,5.66
Sydney,Australia,2023-10-04,51.11,112.53,37.44,11.78,5.34,184.42,23.59,73.17,18.94
Cairo,Egypt,2023-10-27,46.02,197.27,13.04,34.29,2.09,172.99,38.24,49.71,9.98
Los Angeles,USA,2023-04-17,43.97,75.72,8.12,10.36,6.87,88.41,17.82,75.33,3.39
Dubai,UAE,2023-07-03,41.86,167.44,55.5,32.67,3.9,106.57,35.88,42.41,13.03
Seoul,South Korea,2023-11-05,20.88,159.24,86.7,38.54,6.42,163.92,9.46,15.28,14.24
Seoul,South Korea,2023-07-27,50.29,19.64,24.8,21.86,6.68,69.48,11.68,73.63,5.53
Mexico City,Mexico,2023-09-18,14.36,147.5,75.73,48.56,3.53,11.55,18.0,27.95,17.12
Madrid,Spain,2023-04-11,106.36,43.34,50.66,15.89,3.69,15.98,37.82,49.39,12.42
Johannesburg,South Africa,2023-08-25,27.9,83.34,42.41,29.53,7.44,145.46,24.65,72.68,11.66
Tokyo,Japan,2023-02-28,45.78,45.88,50.35,49.31,7.39,127.26,-0.65,38.27,16.98
Sydney,Australia,2023-08-10,127.43,62.74,57.32,42.52,5.16,99.86,22.31,45.38,11.08
Mexico City,Mexico,2023-12-01,90.73,173.9,29.88,20.65,1.36,173.13,19.66,85.33,6.26
Madrid,Spain,2023-05-14,108.72,141.27,62.22,38.76,7.83,92.5,-2.17,62.51,12.8
Cairo,Egypt,2023-01-11,63.49,170.2,26.8,24.92,2.41,51.05,13.89,36.6,6.47
Toronto,Canada,2023-07-07,30.45,178.77,40.56,10.59,9.32,55.23,7.41,72.27,11.45
Johannesburg,South Africa,2023-08-24,9.35,127.61,98.28,32.65,3.81,166.96,27.45,19.53,2.29
Mexico City,Mexico,2023-02-02,112.53,121.15,27.84,12.46,6.38,60.04,28.23,53.92,8.35
