Emoji,Context,Platform,User Age,User Gender
🤔,angry,Instagram,23,Female
😂,support,TikTok,30,Male
😊,sad,WhatsApp,47,Female
😍,happy,Snapchat,53,Female
💔,sad,WhatsApp,37,Female
😔,funny,WhatsApp,40,Female
❤️,celebration,Instagram,47,Female
💔,funny,WhatsApp,27,Male
😍,happy,Facebook,21,Male
😍,happy,WhatsApp,57,Male
😏,cool,Instagram,31,Male
🙄,cool,WhatsApp,40,Female
🤩,funny,WhatsApp,39,Male
😎,cool,Facebook,63,Female
😭,surprise,Facebook,36,Female
😳,love,Instagram,20,Female
😔,support,Twitter,23,Female
🎉,support,Facebook,15,Female
🤩,happy,Instagram,34,Male
😏,happy,TikTok,25,Male
😎,love,WhatsApp,51,Male
🎉,sad,Facebook,24,Female
😂,confusion,Snapchat,35,Male
❤️,celebration,Instagram,52,Female
😊,celebration,Snapchat,26,Male
😅,happy,Facebook,46,Female
😅,love,Snapchat,54,Female
😂,support,Twitter,37,Male
😡,happy,Facebook,36,Female
🤩,confusion,WhatsApp,36,Male
😍,celebration,Instagram,41,Male
😡,love,Snapchat,27,Female
❤️,angry,Twitter,42,Male
😔,sad,Snapchat,56,Female
😏,sad,Facebook,52,Female
👍,love,Snapchat,14,Female
🎉,celebration,TikTok,41,Male
😊,angry,Instagram,61,Female
😭,sad,Snapchat,63,Male
😳,confusion,Snapchat,43,Female
💕,sad,WhatsApp,28,Male
😘,surprise,Twitter,44,Male
👍,cool,Snapchat,41,Female
😜,angry,WhatsApp,21,Male
🤪,sad,Snapchat,49,Male
😳,happy,Snapchat,57,Male
😡,confusion,Twitter,32,Female
😅,confusion,TikTok,28,Female
😜,angry,Snapchat,31,Male
😍,confusion,TikTok,54,Male
🤪,celebration,Twitter,13,Male
🎉,sad,Snapchat,13,Female
🤣,angry,Twitter,62,Female
😇,angry,Snapchat,14,Male
😏,confusion,Twitter,23,Male
🤔,love,Facebook,43,Male
🙌,sad,Snapchat,23,Female
😎,love,WhatsApp,48,Female
🤣,cool,Snapchat,15,Male
😔,happy,Snapchat,14,Male
😇,cool,WhatsApp,22,Male
😍,love,Snapchat,55,Male
🙄,support,Facebook,61,Female
🤣,confusion,WhatsApp,16,Male
🎉,love,WhatsApp,59,Male
😎,love,Twitter,56,Male
💕,love,Twitter,49,Male
😅,angry,WhatsApp,26,Female
😅,confusion,WhatsApp,48,Male
🙏,angry,Snapchat,28,Male
😅,surprise,Facebook,63,Female
🥰,funny,Twitter,59,Female
👍,love,Instagram,22,Male
💔,surprise,Snapchat,52,Female
😊,surprise,TikTok,31,Male
😏,support,Snapchat,15,Male
😉,happy,TikTok,58,Male
🙏,confusion,Facebook,54,Male
🤣,happy,Twitter,17,Female
😭,happy,Instagram,57,Female
😇,surprise,Twitter,27,Female
😇,love,Twitter,28,Female
👍,support,Facebook,57,Male
👍,surprise,Snapchat,33,Male
😅,support,Facebook,38,Female
😏,happy,Twitter,55,Male
😔,love,Instagram,31,Male
😭,cool,Snapchat,35,Female
😇,sad,Facebook,33,Female
🙏,funny,TikTok,56,Male
😭,cool,WhatsApp,59,Male
😜,confusion,Instagram,55,Female
😭,surprise,WhatsApp,63,Male
😡,confusion,Twitter,15,Female
😇,happy,Instagram,20,Female
😂,sad,TikTok,61,Female
😎,love,Instagram,31,Male
😭,confusion,TikTok,26,Male
🙄,sad,TikTok,14,Female
🥰,celebration,Snapchat,64,Female
👍,angry,Twitter,45,Female
🙄,sad,TikTok,16,Female
😊,happy,Facebook,49,Male
😅,support,Instagram,61,Male
🤔,funny,Facebook,61,Male
🙄,confusion,Twitter,42,Male
🤩,cool,Twitter,16,Female
🥰,funny,WhatsApp,18,Male
🤔,cool,Facebook,40,Male
😢,angry,Facebook,23,Male
😂,sad,Snapchat,59,Female
🙄,support,Twitter,19,Female
🙌,cool,Twitter,25,Male
👍,angry,Twitter,14,Female
😎,happy,TikTok,16,Female
😏,angry,Twitter,21,Female
🙌,celebration,Snapchat,49,Female
🙌,surprise,WhatsApp,24,Male
😍,happy,Twitter,30,Female
💔,sad,Instagram,53,Male
😔,love,WhatsApp,47,Female
😍,confusion,Snapchat,16,Male
🎉,support,WhatsApp,46,Male
🙌,love,WhatsApp,32,Female
💔,support,Snapchat,16,Female
😔,celebration,Instagram,58,Female
🤔,funny,TikTok,42,Female
🙌,surprise,TikTok,39,Female
🙏,surprise,Twitter,40,Female
🤗,celebration,TikTok,52,Male
😭,confusion,TikTok,64,Female
❤️,love,Instagram,61,Female
🎉,funny,Twitter,18,Male
😍,sad,Snapchat,35,Female
😡,confusion,Facebook,33,Male
🙄,cool,Snapchat,26,Male
❤️,sad,WhatsApp,39,Male
😊,happy,Twitter,44,Male
😳,love,Snapchat,63,Male
🥰,love,Instagram,51,Female
😡,cool,TikTok,18,Female
😜,support,Facebook,62,Male
❤️,love,Instagram,51,Male
😉,funny,TikTok,22,Male
🤣,funny,Instagram,52,Male
🤔,sad,WhatsApp,42,Male
🤣,cool,Twitter,57,Female
🤗,support,Twitter,21,Female
🙏,happy,Snapchat,45,Male
❤️,cool,TikTok,63,Male
🤣,love,WhatsApp,29,Male
😭,cool,Snapchat,34,Male
❤️,happy,Twitter,44,Male
❤️,confusion,WhatsApp,56,Female
😭,surprise,Twitter,55,Female
🤗,cool,WhatsApp,18,Male
😊,confusion,Facebook,63,Female
😔,funny,Facebook,16,Female
😎,love,Twitter,37,Female
😜,love,TikTok,43,Female
💔,love,WhatsApp,24,Male
😂,happy,Snapchat,57,Female
👏,cool,Facebook,54,Male
😏,surprise,Snapchat,48,Male
😍,support,Facebook,39,Male
😔,love,Twitter,64,Male
😊,cool,Snapchat,61,Male
🤔,love,TikTok,15,Female
🤔,surprise,TikTok,19,Female
😅,angry,WhatsApp,62,Male
🤗,cool,Facebook,60,Male
👏,cool,WhatsApp,24,Male
🤣,angry,Instagram,55,Male
🥰,funny,Snapchat,34,Female
😏,surprise,Facebook,34,Male
😢,confusion,TikTok,29,Female
😂,happy,WhatsApp,21,Female
🙄,funny,Twitter,36,Male
🙄,support,Instagram,52,Male
😂,cool,Instagram,61,Male
😍,celebration,WhatsApp,34,Male
👏,surprise,Snapchat,13,Female
🙏,confusion,Twitter,50,Male
😳,sad,WhatsApp,60,Male
😇,celebration,WhatsApp,24,Male
😍,funny,WhatsApp,48,Female
🤪,sad,WhatsApp,47,Male
🤪,funny,WhatsApp,39,Female
😭,cool,TikTok,45,Female
😎,angry,WhatsApp,46,Male
👏,cool,Twitter,56,Male
😏,sad,Twitter,35,Female
😡,funny,WhatsApp,32,Female
😉,confusion,Twitter,53,Male
❤️,support,Facebook,51,Female
🤔,sad,Facebook,53,Male
😜,sad,Instagram,15,Male
😜,funny,Facebook,41,Female
😢,support,TikTok,45,Male
😳,celebration,Instagram,20,Female
👍,happy,TikTok,28,Male
👍,celebration,Twitter,56,Male
🙏,love,WhatsApp,44,Male
❤️,love,TikTok,62,Female
😅,cool,WhatsApp,43,Male
😍,confusion,Facebook,57,Male
💔,angry,Twitter,34,Male
🥰,funny,Snapchat,30,Female
🙌,confusion,WhatsApp,26,Female
😏,cool,Twitter,47,Female
👍,angry,WhatsApp,61,Male
😭,surprise,Facebook,40,Male
😎,celebration,Snapchat,21,Female
🤪,surprise,WhatsApp,49,Female
🤣,angry,Twitter,33,Female
❤️,sad,Instagram,49,Female
🤔,love,TikTok,39,Female
🎉,confusion,WhatsApp,50,Female
🤔,love,Instagram,63,Male
😇,cool,Twitter,57,Male
😇,funny,WhatsApp,47,Male
🤩,support,Snapchat,23,Male
🙏,celebration,Facebook,44,Male
😏,support,Facebook,33,Female
🤩,funny,Twitter,28,Female
🤪,angry,TikTok,56,Male
😅,support,Snapchat,58,Male
😏,angry,Snapchat,55,Female
🎉,love,Facebook,36,Female
😔,funny,Instagram,59,Male
😂,confusion,Twitter,24,Female
😉,angry,Snapchat,34,Female
❤️,sad,TikTok,23,Female
💕,confusion,WhatsApp,14,Male
😘,cool,Twitter,16,Male
🙏,sad,Facebook,64,Male
😎,surprise,WhatsApp,49,Female
🤪,surprise,Twitter,62,Female
😅,sad,Twitter,46,Female
🙌,happy,Instagram,17,Male
🤔,angry,WhatsApp,21,Female
💔,surprise,TikTok,16,Female
🎉,surprise,Facebook,48,Male
😊,confusion,Twitter,28,Male
😡,support,Instagram,43,Female
🤗,confusion,Facebook,53,Female
😢,surprise,WhatsApp,30,Female
😔,confusion,Facebook,46,Female
🤪,love,TikTok,31,Male
😳,funny,WhatsApp,16,Male
🎉,love,Facebook,34,Female
🤪,confusion,WhatsApp,64,Male
💕,cool,Twitter,58,Female
😡,confusion,WhatsApp,35,Male
😅,cool,Facebook,29,Male
🙏,love,Snapchat,27,Male
😊,surprise,Facebook,38,Male
😊,angry,TikTok,26,Female
🙄,love,Facebook,16,Male
🙌,cool,Facebook,38,Male
😜,funny,Snapchat,30,Male
😜,happy,Facebook,25,Female
😉,support,Facebook,42,Female
😳,angry,Twitter,59,Female
😅,celebration,TikTok,58,Male
👏,support,Instagram,38,Male
💔,funny,Snapchat,18,Female
💔,support,Snapchat,57,Male
😢,confusion,Facebook,21,Male
😏,angry,Snapchat,59,Male
🤔,surprise,Snapchat,61,Female
😇,love,WhatsApp,13,Female
🤪,cool,TikTok,15,Female
😇,celebration,Instagram,22,Male
❤️,cool,Snapchat,24,Female
🥰,celebration,TikTok,44,Female
😭,celebration,TikTok,35,Male
🙏,funny,Instagram,46,Female
👍,surprise,Snapchat,60,Female
🙌,cool,Twitter,33,Female
😘,celebration,Instagram,22,Male
🙄,funny,WhatsApp,35,Male
😂,surprise,Snapchat,40,Male
🙌,cool,Facebook,22,Male
😢,support,Snapchat,32,Female
😍,funny,Snapchat,36,Male
🤪,funny,TikTok,37,Male
😏,confusion,Snapchat,38,Male
🤗,angry,Instagram,63,Male
😳,celebration,Snapchat,19,Female
😊,angry,Instagram,64,Female
😂,love,TikTok,48,Female
💔,sad,WhatsApp,29,Male
🤩,angry,TikTok,44,Female
🙄,support,Twitter,46,Female
🙏,confusion,Twitter,18,Male
🤩,confusion,Twitter,26,Female
😇,funny,Snapchat,24,Male
🎉,angry,TikTok,56,Female
😊,love,Instagram,56,Female
😇,love,Twitter,18,Male
😂,love,WhatsApp,23,Female
🎉,confusion,Twitter,31,Female
🎉,support,Snapchat,15,Female
🥰,support,Facebook,29,Female
😘,love,Twitter,13,Male
😊,sad,Snapchat,26,Female
😘,sad,Snapchat,61,Female
😎,support,Facebook,35,Male
🤔,angry,Twitter,46,Male
🤣,angry,TikTok,13,Female
😂,love,Twitter,55,Female
😢,angry,WhatsApp,22,Male
🤪,sad,TikTok,38,Female
🙌,celebration,Snapchat,53,Female
😂,angry,Twitter,15,Female
😇,funny,Twitter,27,Male
😡,love,Instagram,41,Female
👏,love,Facebook,34,Male
❤️,love,WhatsApp,15,Male
😜,surprise,Facebook,35,Female
😢,cool,Instagram,21,Male
😎,happy,TikTok,60,Female
🥰,celebration,TikTok,29,Male
🙏,happy,TikTok,48,Female
😇,sad,Instagram,58,Female
😍,funny,Instagram,40,Female
🎉,surprise,TikTok,47,Female
👍,sad,Twitter,20,Male
🤣,confusion,Facebook,42,Male
😳,angry,Facebook,23,Male
🤔,love,Snapchat,42,Female
😜,support,Twitter,20,Female
🤪,angry,WhatsApp,61,Female
🙏,support,WhatsApp,20,Female
😇,love,Snapchat,14,Female
😉,cool,Instagram,38,Female
😜,love,Twitter,26,Female
😭,funny,Facebook,26,Male
🙌,happy,Snapchat,13,Female
🎉,love,TikTok,54,Female
🤩,cool,Facebook,57,Male
😇,celebration,TikTok,32,Male
😊,confusion,Facebook,16,Female
😔,celebration,Facebook,52,Male
🤗,cool,TikTok,14,Male
🤩,cool,Instagram,30,Female
😡,love,TikTok,47,Male
😏,celebration,WhatsApp,55,Female
👍,funny,Instagram,18,Female
😏,celebration,Instagram,15,Male
😢,funny,WhatsApp,24,Male
😜,sad,WhatsApp,56,Male
🤗,support,Snapchat,18,Male
😂,celebration,Instagram,23,Female
💔,funny,Twitter,17,Male
😊,celebration,Facebook,58,Male
💕,angry,Twitter,45,Female
🙄,happy,Twitter,61,Male
😎,cool,Twitter,32,Male
🤣,celebration,WhatsApp,35,Male
😜,sad,Snapchat,17,Male
😔,confusion,TikTok,34,Female
😏,surprise,TikTok,48,Female
🎉,funny,Instagram,25,Male
❤️,funny,WhatsApp,44,Male
😜,happy,Snapchat,45,Female
😎,celebration,Snapchat,40,Male
👍,sad,Snapchat,26,Female
💔,sad,Snapchat,43,Female
😭,happy,TikTok,31,Female
😍,love,Facebook,24,Female
😭,happy,Facebook,45,Female
😔,happy,WhatsApp,63,Male
🤔,sad,Instagram,24,Female
❤️,happy,Instagram,31,Male
😇,angry,TikTok,62,Male
🤔,celebration,WhatsApp,61,Male
😔,sad,Instagram,41,Female
💔,love,WhatsApp,56,Female
🙏,happy,Instagram,31,Male
😜,sad,TikTok,34,Female
😇,cool,Twitter,16,Female
🤔,confusion,Facebook,42,Male
😎,sad,WhatsApp,46,Male
😊,love,Snapchat,58,Female
🤔,surprise,TikTok,55,Female
😏,love,Instagram,42,Female
😢,funny,WhatsApp,24,Male
🥰,love,Twitter,32,Male
😢,cool,Twitter,64,Male
🎉,happy,Facebook,31,Female
😅,funny,TikTok,48,Female
💔,support,WhatsApp,58,Female
😢,angry,WhatsApp,51,Male
💕,confusion,Instagram,60,Male
😔,love,Snapchat,15,Male
😊,surprise,Twitter,16,Male
😉,sad,Snapchat,16,Male
👍,love,Twitter,33,Male
🤪,sad,Instagram,51,Female
😢,confusion,Facebook,29,Female
😅,sad,WhatsApp,44,Female
🤗,happy,Twitter,26,Female
👏,surprise,Twitter,60,Female
💔,sad,WhatsApp,24,Male
😉,love,Facebook,46,Male
😢,sad,Twitter,42,Male
👏,cool,Snapchat,31,Male
🙄,sad,Instagram,23,Male
🙌,support,Facebook,58,Female
🤪,angry,Snapchat,37,Male
😍,surprise,Twitter,61,Male
🤗,celebration,Facebook,33,Female
🤪,surprise,WhatsApp,15,Male
😇,happy,TikTok,30,Female
😂,happy,Facebook,23,Female
😇,love,TikTok,41,Female
😢,sad,Twitter,41,Female
💕,confusion,Instagram,64,Male
😜,happy,Snapchat,50,Female
😉,celebration,WhatsApp,22,Male
😢,surprise,Facebook,17,Female
💔,funny,Instagram,28,Female
🤗,support,Instagram,41,Male
😔,support,Snapchat,57,Male
😎,love,Facebook,25,Female
🙏,funny,Facebook,15,Male
😏,confusion,Snapchat,44,Female
🙌,support,Instagram,53,Female
😡,celebration,Facebook,47,Female
💔,surprise,WhatsApp,30,Female
😇,support,TikTok,21,Male
😏,support,Twitter,47,Male
🥰,surprise,Facebook,43,Male
🥰,love,WhatsApp,21,Female
🤗,surprise,Instagram,27,Female
🤗,surprise,Snapchat,38,Male
👍,sad,WhatsApp,26,Male
🤪,confusion,WhatsApp,54,Male
😡,cool,Facebook,35,Female
🙄,surprise,Snapchat,49,Male
😅,confusion,Snapchat,49,Female
😅,surprise,WhatsApp,30,Male
🙄,love,WhatsApp,17,Male
🎉,support,Instagram,13,Male
😂,cool,TikTok,35,Female
😭,funny,TikTok,49,Female
💕,angry,Facebook,46,Male
😍,sad,Snapchat,24,Male
❤️,cool,Twitter,17,Female
🤔,support,WhatsApp,63,Female
😉,confusion,TikTok,57,Male
😔,confusion,Twitter,20,Male
🤩,confusion,TikTok,15,Male
🎉,support,WhatsApp,25,Female
😉,angry,TikTok,28,Female
😭,angry,TikTok,37,Male
😡,surprise,Snapchat,15,Male
❤️,funny,Facebook,46,Male
😳,happy,Twitter,30,Male
😍,surprise,Instagram,61,Male
😂,angry,Snapchat,48,Female
😜,sad,Twitter,27,Female
💕,funny,WhatsApp,23,Female
💕,sad,TikTok,62,Male
🤣,funny,Facebook,55,Female
😳,celebration,WhatsApp,60,Male
😊,confusion,Facebook,61,Female
🙌,love,WhatsApp,53,Female
😏,happy,Twitter,20,Male
🤩,love,Instagram,23,Male
😜,sad,WhatsApp,44,Female
💕,angry,Twitter,28,Female
🤗,happy,TikTok,37,Male
😢,confusion,Twitter,30,Male
👍,sad,WhatsApp,29,Male
🎉,confusion,Instagram,37,Male
💔,love,TikTok,35,Female
😳,love,Facebook,57,Male
❤️,support,Twitter,23,Male
😘,angry,Twitter,51,Male
😏,cool,Twitter,34,Male
🎉,sad,Twitter,13,Female
👏,love,WhatsApp,19,Male
😂,funny,Facebook,60,Female
🙌,love,WhatsApp,61,Male
🤣,surprise,Instagram,64,Male
🤗,funny,TikTok,41,Male
🤪,cool,Facebook,29,Male
😉,angry,TikTok,64,Male
😊,confusion,TikTok,20,Male
🙄,surprise,Snapchat,59,Male
😏,confusion,Instagram,18,Male
👍,love,TikTok,14,Female
🙏,confusion,TikTok,13,Male
🙄,cool,WhatsApp,48,Male
🤪,cool,TikTok,18,Male
😊,love,Twitter,24,Female
😘,angry,TikTok,20,Female
🤔,love,WhatsApp,61,Female
🤔,love,WhatsApp,15,Male
🤗,celebration,WhatsApp,64,Male
🙏,funny,Instagram,30,Male
😂,angry,Snapchat,46,Male
😉,cool,Twitter,60,Female
🤣,surprise,TikTok,24,Male
🥰,angry,Twitter,57,Male
😡,confusion,WhatsApp,64,Female
😘,celebration,WhatsApp,28,Male
😅,funny,WhatsApp,46,Female
💕,happy,WhatsApp,41,Male
😡,happy,Instagram,56,Male
😎,love,Instagram,35,Male
👏,confusion,TikTok,27,Female
😍,love,TikTok,17,Female
💔,cool,Facebook,44,Male
🎉,sad,Facebook,51,Male
😭,confusion,TikTok,58,Male
😭,sad,Instagram,46,Female
💕,support,WhatsApp,20,Male
🙌,confusion,Twitter,49,Male
🤩,cool,Instagram,17,Female
🙏,angry,Instagram,51,Female
😘,angry,Facebook,55,Female
😇,celebration,Snapchat,42,Female
😎,cool,Twitter,22,Male
🥰,angry,Twitter,44,Male
❤️,surprise,TikTok,54,Male
💔,cool,Snapchat,19,Male
😢,happy,Facebook,53,Male
😔,angry,Twitter,52,Female
👍,love,Facebook,35,Female
😊,celebration,TikTok,63,Male
😉,celebration,Facebook,29,Male
🙄,love,WhatsApp,41,Male
😍,cool,TikTok,28,Male
😭,cool,Snapchat,51,Female
😔,cool,Snapchat,22,Female
🥰,funny,WhatsApp,41,Female
🙏,funny,Facebook,26,Female
😭,celebration,Facebook,20,Male
👍,sad,Twitter,56,Female
👍,confusion,Snapchat,36,Female
😘,celebration,TikTok,56,Male
🤗,angry,Twitter,55,Male
😉,love,Twitter,62,Male
🤗,love,TikTok,31,Male
🤗,happy,Snapchat,14,Male
😏,confusion,Twitter,44,Female
🤪,sad,Snapchat,50,Female
😘,celebration,Facebook,63,Female
👏,happy,TikTok,39,Male
🤪,sad,Facebook,61,Male
🤣,love,Instagram,55,Male
🤩,confusion,Twitter,49,Male
😭,surprise,Twitter,57,Male
😜,confusion,Snapchat,42,Female
🥰,sad,Twitter,56,Male
❤️,angry,Instagram,47,Male
🤣,funny,WhatsApp,46,Male
😜,love,WhatsApp,58,Female
🎉,cool,Facebook,29,Female
😢,love,Instagram,50,Male
🙌,surprise,Facebook,42,Female
😅,celebration,TikTok,13,Female
😅,happy,Snapchat,16,Male
😇,angry,WhatsApp,64,Female
👏,confusion,TikTok,31,Female
💔,love,TikTok,24,Female
😔,cool,Snapchat,50,Male
😢,sad,Instagram,18,Male
🙌,love,Facebook,45,Female
🙏,love,Facebook,53,Female
🙌,funny,TikTok,57,Female
😅,happy,Twitter,48,Female
😭,love,Instagram,50,Male
🎉,funny,Instagram,18,Female
🙏,confusion,Facebook,53,Male
💕,support,Snapchat,63,Male
👏,celebration,Twitter,37,Male
😳,support,Facebook,23,Female
😇,confusion,TikTok,55,Female
👏,support,WhatsApp,24,Male
😇,celebration,Twitter,64,Male
🎉,cool,Twitter,47,Male
😳,love,TikTok,38,Male
😜,surprise,Facebook,54,Male
🤗,support,WhatsApp,50,Male
🤪,sad,Twitter,48,Female
🙏,support,Snapchat,40,Female
🎉,angry,Facebook,18,Female
🥰,support,Snapchat,59,Male
🎉,support,Snapchat,48,Female
😅,surprise,TikTok,24,Female
😭,funny,Facebook,51,Female
👏,sad,Snapchat,31,Male
😇,happy,Instagram,28,Male
😳,sad,WhatsApp,39,Male
😢,surprise,WhatsApp,23,Male
😂,sad,Snapchat,25,Male
❤️,sad,WhatsApp,29,Female
🤗,sad,Twitter,48,Female
😳,surprise,Twitter,43,Female
❤️,sad,TikTok,58,Female
😊,cool,WhatsApp,13,Male
🤩,support,Instagram,23,Male
🤗,support,Instagram,17,Female
😎,happy,Facebook,13,Female
🥰,sad,TikTok,25,Male
😜,angry,Facebook,63,Female
😎,support,Twitter,60,Male
😇,celebration,TikTok,24,Female
😏,celebration,WhatsApp,21,Male
🤣,happy,Snapchat,24,Male
😅,love,Facebook,45,Female
😭,cool,WhatsApp,44,Female
🙄,celebration,Instagram,28,Male
😡,happy,WhatsApp,52,Female
😢,angry,Instagram,34,Male
🥰,angry,Facebook,59,Male
😢,confusion,Twitter,63,Male
🤣,love,TikTok,26,Male
🤣,confusion,TikTok,29,Male
🎉,angry,Instagram,40,Male
🙌,support,WhatsApp,27,Female
🤪,happy,Facebook,20,Male
😳,sad,Snapchat,32,Female
😳,sad,Facebook,51,Male
😎,confusion,Facebook,64,Male
😔,angry,Twitter,64,Male
😭,confusion,Twitter,18,Male
🤩,surprise,Instagram,38,Male
👍,celebration,Instagram,35,Male
😢,happy,Instagram,17,Male
😭,funny,Snapchat,43,Male
😏,funny,Twitter,44,Male
😅,sad,TikTok,37,Female
😔,surprise,WhatsApp,19,Male
😜,confusion,Twitter,17,Male
❤️,sad,WhatsApp,14,Male
👏,love,Snapchat,22,Female
😜,sad,Snapchat,57,Male
😢,support,WhatsApp,29,Female
💔,surprise,WhatsApp,17,Female
🤗,angry,Instagram,17,Male
🙏,happy,Snapchat,13,Male
😇,funny,TikTok,35,Male
😇,happy,Twitter,25,Male
🥰,love,WhatsApp,31,Male
😜,funny,Instagram,48,Female
😍,confusion,Instagram,27,Female
🤩,support,Snapchat,58,Male
👏,sad,Instagram,58,Male
😎,sad,Instagram,34,Male
👏,support,Facebook,51,Female
🥰,support,WhatsApp,22,Male
😊,celebration,Facebook,64,Male
🎉,sad,Twitter,54,Female
😎,confusion,Facebook,61,Female
🎉,angry,Twitter,16,Female
😅,funny,Twitter,26,Male
🤔,confusion,Snapchat,27,Female
😅,cool,Facebook,20,Male
👏,funny,Snapchat,38,Female
🤪,love,TikTok,51,Male
😍,angry,Instagram,28,Male
😅,confusion,Snapchat,51,Male
😎,funny,Facebook,13,Male
🎉,confusion,Snapchat,49,Female
😭,angry,WhatsApp,16,Male
🤔,angry,WhatsApp,53,Male
😅,happy,TikTok,48,Male
😍,cool,WhatsApp,23,Male
🤗,happy,Instagram,18,Female
👍,love,Facebook,25,Male
👏,celebration,Facebook,43,Male
😢,surprise,WhatsApp,54,Female
😏,celebration,WhatsApp,16,Male
🙄,angry,Snapchat,56,Male
😘,support,Instagram,63,Female
🤩,celebration,Instagram,28,Female
💔,sad,Snapchat,27,Female
🤣,cool,WhatsApp,62,Female
🤔,confusion,Facebook,56,Male
😂,surprise,TikTok,13,Male
😔,funny,TikTok,58,Female
💕,celebration,Snapchat,32,Male
😊,cool,Instagram,40,Male
🤣,support,WhatsApp,37,Male
😏,support,Twitter,64,Male
🎉,confusion,Snapchat,61,Female
🤔,celebration,WhatsApp,53,Male
😭,surprise,TikTok,53,Male
😇,confusion,Facebook,26,Male
👏,love,Twitter,33,Female
😉,funny,Twitter,36,Female
😡,funny,Facebook,30,Female
💔,happy,TikTok,46,Female
😍,celebration,Facebook,31,Female
🥰,cool,Facebook,49,Female
🥰,funny,TikTok,52,Male
🤗,support,Snapchat,54,Male
💕,sad,Snapchat,43,Female
🙄,surprise,WhatsApp,15,Female
❤️,celebration,Twitter,48,Male
😇,funny,Twitter,49,Female
😳,sad,TikTok,32,Male
😊,surprise,Twitter,21,Female
😏,angry,TikTok,63,Female
👏,support,Instagram,36,Male
🙏,cool,Instagram,56,Male
😭,happy,Facebook,15,Male
😉,love,Twitter,20,Female
😡,happy,WhatsApp,33,Male
😅,cool,WhatsApp,63,Female
💔,sad,WhatsApp,20,Female
😉,support,Instagram,64,Female
😘,love,Instagram,61,Female
😏,surprise,Snapchat,23,Male
😏,confusion,Twitter,29,Female
😜,sad,Twitter,13,Male
🙌,funny,Twitter,16,Male
😏,celebration,Snapchat,52,Female
🤗,confusion,WhatsApp,28,Male
🤗,cool,WhatsApp,44,Male
🙏,surprise,Snapchat,13,Female
🤗,celebration,Snapchat,55,Male
😔,support,Twitter,53,Male
👍,cool,Snapchat,56,Male
😇,sad,TikTok,54,Female
😏,confusion,TikTok,60,Female
💔,support,Twitter,50,Female
😎,funny,Facebook,25,Female
🤩,confusion,Twitter,33,Female
😇,celebration,Facebook,55,Female
😳,love,Instagram,45,Female
👏,confusion,Instagram,43,Female
🤗,sad,Twitter,54,Female
😂,funny,Instagram,33,Female
😢,sad,Twitter,25,Female
😭,happy,Snapchat,23,Female
😂,love,Snapchat,20,Female
🤪,love,Instagram,24,Male
❤️,love,Instagram,18,Male
😉,surprise,Twitter,19,Female
👍,cool,TikTok,54,Female
😡,angry,Facebook,55,Female
😔,happy,Facebook,40,Male
😉,sad,TikTok,57,Male
👏,cool,TikTok,38,Female
🤩,surprise,TikTok,49,Male
👍,love,WhatsApp,17,Male
😊,confusion,Instagram,56,Female
😅,cool,Instagram,61,Male
😳,support,Twitter,17,Female
😭,confusion,Instagram,56,Male
😅,cool,TikTok,50,Female
👏,funny,Twitter,18,Female
😉,sad,Instagram,21,Female
😂,love,Twitter,27,Male
🎉,love,Facebook,35,Female
🤩,love,Snapchat,37,Male
😎,happy,Snapchat,24,Male
💔,happy,TikTok,24,Female
👏,angry,TikTok,49,Female
😉,happy,Instagram,22,Male
🤪,confusion,TikTok,60,Male
👍,confusion,TikTok,52,Female
😉,confusion,Facebook,13,Female
🙄,surprise,Snapchat,18,Male
😍,angry,Snapchat,28,Female
😍,funny,Twitter,36,Male
😅,surprise,Snapchat,31,Male
😊,surprise,Instagram,22,Female
🤩,angry,Facebook,35,Female
😊,love,Twitter,54,Male
😏,support,TikTok,30,Female
😎,cool,WhatsApp,29,Male
🎉,funny,Instagram,34,Female
🤔,angry,Twitter,56,Male
👍,celebration,Twitter,63,Male
💕,cool,TikTok,46,Male
💕,support,TikTok,34,Male
🤔,funny,WhatsApp,23,Male
😘,funny,Facebook,62,Female
😡,surprise,WhatsApp,28,Male
😔,love,WhatsApp,61,Male
😇,confusion,Instagram,37,Female
😘,funny,Instagram,44,Female
😳,celebration,Snapchat,49,Male
😍,cool,Twitter,33,Male
😘,love,Instagram,48,Male
😢,angry,Twitter,19,Female
😇,love,WhatsApp,56,Male
😊,cool,TikTok,32,Male
😡,funny,Instagram,25,Male
🙄,happy,Instagram,44,Female
😂,cool,WhatsApp,15,Male
😅,angry,Twitter,37,Male
😡,funny,Twitter,56,Female
😔,confusion,TikTok,14,Male
👏,confusion,TikTok,42,Female
😍,surprise,Facebook,43,Male
🙏,surprise,Facebook,39,Female
😭,sad,Facebook,18,Female
🙌,support,Twitter,47,Male
🎉,love,WhatsApp,22,Male
🤣,cool,TikTok,21,Male
👍,angry,TikTok,55,Female
😍,celebration,Snapchat,26,Female
🤔,sad,Snapchat,55,Female
😏,love,Snapchat,44,Male
😜,cool,TikTok,61,Male
😜,confusion,Instagram,36,Male
🤪,celebration,Snapchat,53,Male
😅,surprise,Snapchat,26,Female
😜,angry,TikTok,15,Female
😡,sad,WhatsApp,63,Male
🤣,surprise,TikTok,35,Female
😳,angry,Facebook,57,Female
🤩,angry,WhatsApp,30,Female
🎉,funny,Instagram,18,Male
😭,surprise,Facebook,28,Male
